"date","layer.name","layer.depth_m","layer.temp_c"
1981-06-05,"surface",0,16.754
1981-06-05,"cline_top",1.5,16.597
1981-06-05,"cline_bottom",33.5,4.9605
1981-06-05,"bottom",148.5,4.1735
1981-06-06,"surface",0,17.325
1981-06-06,"cline_top",1.5,17.065
1981-06-06,"cline_bottom",33.5,4.9625
1981-06-06,"bottom",148.5,4.1735
1981-06-07,"surface",0,17.899
1981-06-07,"cline_top",1.5,17.7495
1981-06-07,"cline_bottom",32.5,5.0385
1981-06-07,"bottom",148.5,4.1735
1981-06-08,"surface",0,18.114
1981-06-08,"cline_top",1.5,18.02
1981-06-08,"cline_bottom",32.5,5.04
1981-06-08,"bottom",148.5,4.1735
1981-06-09,"surface",0,18.342
1981-06-09,"cline_top",1.5,18.219
1981-06-09,"cline_bottom",32.5,5.041
1981-06-09,"bottom",148.5,4.1735
1981-06-10,"surface",0,18.343
1981-06-10,"cline_top",1.5,18.302
1981-06-10,"cline_bottom",32.5,5.043
1981-06-10,"bottom",148.5,4.1735
1981-06-11,"surface",0,18.726
1981-06-11,"cline_top",1.5,18.341
1981-06-11,"cline_bottom",32.5,5.044
1981-06-11,"bottom",148.5,4.174
1981-06-12,"surface",0,18.983
1981-06-12,"cline_top",1.5,18.924
1981-06-12,"cline_bottom",31.5,5.127
1981-06-12,"bottom",148.5,4.174
1981-06-13,"surface",0,19.197
1981-06-13,"cline_top",1.5,19.108
1981-06-13,"cline_bottom",31.5,5.1285
1981-06-13,"bottom",148.5,4.174
1981-06-14,"surface",0,19.671
1981-06-14,"cline_top",1.5,19.339
1981-06-14,"cline_bottom",31.5,5.13
1981-06-14,"bottom",148.5,4.174
1981-06-15,"surface",0,20.385
1981-06-15,"cline_top",1.5,19.9315
1981-06-15,"cline_bottom",31.5,5.131
1981-06-15,"bottom",148.5,4.174
1981-06-16,"surface",0,20.326
1981-06-16,"cline_top",1.5,20.296
1981-06-16,"cline_bottom",30.5,5.222
1981-06-16,"bottom",148.5,4.1745
1981-06-17,"surface",0,19.656
